Start Date,Event Category,Description,Event Type,Event Country,Event Province,Event Type V2,Headline,E Latitude,E Longitude
2/25/2022 12:00:00 AM,Government & Political,"In Washington, D.C., District of Columbia, United States, Secretary of State Antony Blinken spoke with Canadian Minister of Foreign Affairs Mélanie Joly to discuss coordinated efforts to respond to Russian military invasion of Ukraine. They called on Russia to cease all hostilities, US Department of State reported. Source link : https://www.state.gov/secretary-blinkens-call-with-canadian-foreign-minister-joly-5/",,United States,District of Columbia,Statement,US Secretary of State calls on Canadian Minister of Foreign Affairs to discuss Russian invasion of Ukraine,38.9071923,-77.0368707
3/1/2022 12:00:00 AM,Government & Political,"In Washington, D.C., District of Columbia, United States (US), delegate to the US House of Representatives from American Samoa, Congresswoman Uifa’atali Amata expressed concerns over Russian invasion of Ukraine. She condemned Russian President Vladimir Putin and called the invasion 'ridiculously unnecessary'. Her comments came ahead of President Joe Biden’s State of the Union speech on 1 March 2022, Talanei reported. Source link : https://www.talanei.com/2022/03/01/rep-uifaatali-condemns-russian-president-putin/",,United States,District of Columbia,Statement,American Samoa's delegate to US parliament condemns Russian invasion of Ukraine,38.9071923,-77.0368707
3/4/2022 12:00:00 AM,Government & Political,"In Ottawa, Ontario, Canada, Prime Minister Justin Trudeau supported North Atlantic Treaty Organisation (NATO)’s decision to decline Ukrainian President Volodymyr Zelenskiy's proposal to impose a no-fly-zone on Russian jets over Ukrainian airspace, amid Russian invasionof Ukraine. He stated that the decision would further escalate the security situation in Ukraine, Global News reported. Source link : https://globalnews.ca/news/8659099/russia-ukraine-no-fly-zone-nato-trudeau/",,Canada,Ontario,Statement,Canadian Prime Minister supports NATO’s decision to decline a proposal to impose a no-fly-zone on Russian jets over Ukrainian airspace,45.4215296,-75.6971931
3/2/2022 12:00:00 AM,Government & Political,"In Moscow, Russia, Deputy Prime Minister Yuri Borisov stated that the government had not anticipated the scope of international sanctions against Russia over its invasion of Ukraine, contradicting Russia's official line that it was well-prepared for sanctions, Reuters reported. Source link : https://www.reuters.com/world/europe/russian-deputy-pm-difficult-foresee-scope-sanctions-over-ukraine-2022-03-02/",,Russian Federation,Moscow,Statement,Russian Deputy Prime Minister briefs over international sanctions against Russia over its invasion of Ukraine,55.755826,37.6173
3/6/2022 12:00:00 AM,Government & Political,"In Tbilisi, Georgia, government announced plans to implement a bus route to transport Georgian nationals from Ukraine's Lviv to Poland's Warsaw amid Russian invasion of Ukraine. The initiative will see 50 passengers per bus collected from Lviv between March 6-10 March 2022, Agenda reported. Source link : https://agenda.ge/en/news/2022/550",,Georgia,Tbilisi,Statement,Georgian government announces plan to evacuate citizens from Ukraine,41.7151377,44.827096
3/7/2022 12:00:00 AM,Government & Political,"In Moscow, Russia, a Russian official outlined government's demands from Ukraine as pre-conditions to end the conflict. It wants Ukraine to amend its Constitution to rule out a prospective North Atlantic Treaty Organization (NATO) membership and recognise Russian annexation of Crimea. It also wants Ukraine to recognise the independence of the Donetsk People's Republic (DPR) and Luhansk People's Republic (LPR) territories and to reduce the size of Ukrainian army, Mirror reported. Source link : https://www.mirror.co.uk/news/world-news/breaking-russia-demands-ukraine-3-26403944",,Russian Federation,Moscow,Statement,Russia sets demand to end conflict in Ukraine,55.755826,37.6173
3/8/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, President Volodymyr Zelenskyy said he had ""cooled down"" on the prospect of Ukraine's North Atlantic Treaty Organisation (NATO) membership, adding that he was willing to discuss the status of Donetsk People's Republic (DPR) and Luhansk People's Republic (LPR)-held territories, Business Insider reported. Source link : https://www.businessinsider.com/ukraines-zelensky-says-he-has-cooled-on-joining-nato-2022-3",,Ukraine,Kyiv,Statement,Ukrainian President agrees to discuss the status of separatist regions,50.45,30.523
3/14/2022 12:00:00 AM,Government & Political,"In Kyiv, Kyiv Oblast, Ukraine, in his video address, President Volodymyr Zelenskyy vowed to reduce administrative barriers and tax burden for small- and medium-sized businesses, seeking to jump-start the revival of the country’s economy amid an ongoing conflict after the Russian invasion of Ukraine, Kyiv Independent reported. Source link : https://kyivindependent.com/uncategorized/zelensky-pledges-to-cut-red-tape-taxes-for-small-mid-sized-businesses/",,Ukraine,Kyiv,Statement,Ukrainian President vows to revive the country’s economy,50.45,30.523
3/15/2022 12:00:00 AM,Government & Political,"In Tbilisi, Georgia, Georgian Minister of Foreign Affairs David Zalkaliani and United States Senator Ron Johnson in a phone call discussed the Ukraine conflict, its negative impact on the security of the Black Sea region and Georgia, in particular, was discussed. ,Agenda  reported. Source link : https://agenda.ge/en/news/2022/723",,Georgia,Tbilisi,Statement,Georgian Minister discusses with the US Senator the Ukraine conflict,41.7151377,44.827096
3/17/2022 12:00:00 AM,Government & Political,"In Kyiv, Kyiv oblast, Ukraine, the head of the Tunisian Community Association in Ukraine Tariq Alaoui said that more than 30 Tunisian passports were seized by Ukrainian security as a result of violations of legal arrangements. The head of the Association of the Tunisian Community in Ukraine indicated that the Tunisian diplomatic authorities intervened in order to enable this group of students to obtain temporary transit documents and deferred them on the evacuation trips recently organized by the Tunisian authorities for the benefit of the Tunisian community in Ukraine,Shems Fm reported. Source link : http://shemsfm.net/ar/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1_%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%AA%D9%88%D9%86%D8%B3_%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9/350193/%D8%B1%D8%A6%D9%8A%D8%B3-%D8%AC%D9%85%D8%B9%D9%8A%D8%A9-%D8%A7%D9%84%D8%AC%D8%A7%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A%D8%A9-%D8%AD%D8%AC%D8%B2-%D8%A3%D9%83%D8%AB%D8%B1-%D9%85%D9%86-30-%D8%AC%D9%88%D8%A7%D8%B2-%D8%B3%D9%81%D8%B1-%D8%AA%D9%88%D9%86%D8%B3%D9%8A-%D9%81%D9%8A-%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A%D8%A7",,Ukraine,Kyiv,Statement,President of the Tunisian Community Association says Ukrainian security forces seized Tunisian passports,50.433,30.517
3/16/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, Ukrainian President's advisor Mykhailo Podolyak said a meeting between Russian President Vladimir Putin and Ukrainian President Volodymyr Zelenskyy is likely to take place in the next few weeks. Russia and Ukraine were reportedly drawing up a tentative peace plan to conclude the war, Republic World reported. Source link : https://www.republicworld.com/world-news/russia-ukraine-crisis/russia-ukraine-war-putin-and-zelenskyy-to-meet-in-next-few-weeks-after-signing-peace-deal-articleshow.html",,Ukraine,Kyiv Oblast,Statement,Ukrainian official says leaders of Russia and Ukraine will meet soon,50.4501,30.5234
3/20/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, in a live video address to Israeli lawmakers, Ukrainian President Volodymyr 
 Zelenskyy compared Russia's invasion to Holocaust, plead for more support, and and criticized Israel's limitations on accepting non-Jewish Ukrainian refugees, Wisconsin Public Radio reported. Source link : https://www.wpr.org/zelenskyy-compares-russias-invasion-holocaust-plea-israel-support",,Ukraine,Kyiv Oblast,Statement,Ukrainian President urges Israel for more support,50.4501,30.5234
3/20/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, the National Security and Defense Council of Ukraine (NSDC) ruled to suspend the work of a number of political structures linked to Russia including the Opposition Platform for Life, Sharij’s Party, Nashi, Opposition Bloc, Left Opposition, Ukrinform reported. Source link : https://www.ukrinform.net/rubric-polytics/3434673-nsdc-bans-prorussian-parties-in-ukraine.html",,Ukraine,Kyiv Oblast,Statement,NSDC bans pro Russian parties in Ukraine,50.43333333,30.516667
3/21/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, President Volodymyr Zelensky renewed an offer of direct peace talks with his Russian counterpart Vladimir Putin. He declared the status of disputed territories could be up for debate and a possible referendum, the Strait Times reported. Source link : https://www.straitstimes.com/world/europe/ukraine-president-zelensky-insists-on-meeting-with-putin-media",,Ukraine,Kyiv,Statement,Ukraine president Zelensky renews offer of peace talks with Putin,50.43333333,30.516667
3/22/2022 12:00:00 AM,Government & Political,"In Moscow, Russia, Minister of Transport Vitaly Saveliev said that 78 Russian planes had been seized abroad as a result of international sanctions on Russia over its actions in Ukraine, Al Roya reported. Source link : https://alroya.om/post/298137/مصادرة-78-طائرة-روسية-مع-سريان-العقوبات-الدولية",,Russian Federation,Moscow,Statement,Russia informs about planes being seized abroad,55.7551,37.6164
3/22/2022 12:00:00 AM,Government & Political,"In Kyiv, Kyiv Oblast, Ukraine, Vice Prime Minister and Minister for the Temporarily Occupied Territories of Ukraine Iryna Vereshchuk urged the European Union (EU) to support Ukraine and close the sky over nuclear facilities. She said that this should be done in order to avoid a real threat to the whole world and to provide Ukraine with the necessary technical capabilities for protection, Mena FN reported. Source link : https://menafn.com/1103887264/Vice-PM-Vereshchuk-asks-EU-to-close-sky-over-nuclear-facilities-in-Ukraine&source=138",,Ukraine,Kyiv,Statement,Ukraine urges EU to close sky over nuclear facilities,50.433,30.517
3/21/2022 12:00:00 AM,Government & Political,"In Kyiv, Ukraine, Minister of Foreign Affairs Dmytro Kuleba called on China as a global power to help find a political solution to stop Russia's aggression against Ukraine, Ukrinform reported. Source link : https://www.ukrinform.net/rubric-polytics/3436113-kuleba-we-call-on-china-as-global-power-to-play-important-role-in-ending-war.html",,Ukraine,Kyiv,Statement,Ukraine urges China to play a role in ending the conflict,50.45,30.523
3/23/2022 12:00:00 AM,Government & Political,"In Moscow, Russia, Russian President Vladimir Putin's special representative for relations with international organizations Anatoly Chubais resigned from his post and left the country in protest against the Russian invasion of Ukraine, Devdiscourse reported. Source link : https://www.devdiscourse.com/article/law-order/1973759-russias-chubais-leaves-post-as-putins-special-representative--source",,Russian Federation,Moscow,Statement,Russian President's special representative resigns from his post,55.755826,37.6173
2/26/2022 12:00:00 AM,Government & Political,"In Buenos Aires, Argentina, Minister of Foreign Affairs Santiago Cafiero urged the Russian government to cease military actions in Ukraine. He called for de-escalation and a diplomatic dialogue to resolve the conflict, La Nation reported. Source link : https://www.lanacion.com.ar/politica/santiago-cafiero-dejar-sujeto-todo-a-si-es-una-invasion-o-no-es-secundario-nid27022022/",,Argentina,Buenos Aires,Statement,Argentina's minister urges Russia to cease military actions in Ukraine,-34.6036844,-58.3815591
3/4/2022 12:00:00 AM,Government & Political,"In Buenos Aires, Argentina, the Foreign Affairs Ministry confirmed that 72 of its nationals managed to leave Ukraine following the invasion by Russia, Ambito reported. Source link : https://www.ambito.com/mundo/argentinos/ya-son-72-los-que-lograron-salir-ucrania-n5385180",,Argentina,Buenos Aires,Statement,Argentine Foreign Affairs Ministry confirms status of its nationals in Ukraine,-34.6036844,-58.3815591
3/7/2022 12:00:00 AM,Government & Political,"In Quito, Ecuador, Ministry of Foreign Affairs briefed about 100 Ecuadorian nationals in Ukraine. According to the Ministry, they were yet to leave Ukraine, amid Russian invasion of the country, Ecuavisa reported. Source link : https://www.ecuavisa.com/noticias/ecuador/alrededor-de-100-ecuatorianos-aun-no-han-salido-de-ucrania-MF1412871",,Ecuador,Pichincha,Statement,Ecuadorian Ministry of Foreign Affairs briefs the situation of its nationals in Ukraine,-0.1806532,-78.4678382
3/7/2022 12:00:00 AM,Government & Political,"In Buenos Aires, Argentina, Honorary Consul of Ukraine Pedro Lylyk expressed his disappointment with the Argentine government's attitude towards Russian invasion. He stated that he expected more support for Ukraine. He added that even on protests, there were any government figures participated in the demonstration, La Nacion reported. Source link : https://www.lanacion.com.ar/el-mundo/consul-honorario-de-ucrania-en-buenos-aires-nos-hubiera-gustado-un-apoyo-claro-del-gobierno-nid06032022/",,Argentina,Buenos Aires,Statement,Ukrainian diplomat expresses disappointment with the government's attitude towards Russian invasion of Ukraine,-34.6036844,-58.3815591
2/27/2022 12:00:00 AM,Government & Political,"In New Delhi, National Capital Territory of Delhi, India, Prime Minister Narendra Modi held a meeting with government officials to discuss the speedy evacuation of Indian citizens from Ukraine in the aftermath of a Russian invasion of the country, NDTV reported. Source link : https://www.ndtv.com/india-news/pm-modi-to-hold-high-level-meeting-on-ukraine-this-evening-2793024",,India,National Capital Territory of Delhi,Statement,Indian Prime Minister holds a meeting with government officials on citizen evacuation from Ukraine,28.6139391,77.2090212
2/25/2022 12:00:00 AM,Government & Political,"In New Delhi, National Capital Territory of Delhi, India, Minister of External Affairs Subrahmanyam Jaishankar spoke with Ukraine's Minister of Foreign Affairs Dmytro Kuleba to discuss ways to evacuate Indian nationals from Ukraine due to the current security situation in the country after Russian military invasion. Both leaders called for diplomatic efforts to tackle the situation, NDTV reported. Source link : https://www.ndtv.com/india-news/eam-jaishankar-receives-phone-call-from-ukrainian-foreign-minister-2789681",,India,National Capital Territory of Delhi,Statement,Indian minister speaks with Ukrainian minister on evacuating Indian nationals from Ukraine,28.6139391,77.2090212
3/25/2022 12:00:00 AM,Government & Political,"In New Delhi, National Capital Territory of Delhi, India, India's National Security Advisor (NSA) Ajit Doval held a meeting with Chinese Minister of Foreign Affairs Wang Yi. Both leaders discussed regional issues and the Russia-Ukraine conflict. After the meeting, Doval stated that deescalation in Ladakh can happen only after disengagement, referring to the standoff with China in Ladakh, India Today reported. Source link : https://www.indiatoday.in/india/story/nsa-ajit-doval-china-foreign-minister-wang-yi-ladakh-lac-situation-1929432-2022-03-25",,India,National Capital Territory of Delhi,Statement,Indian National Security Advisor meets with Chinese Minister of Foreign Affairs,28.6139391,77.2090212
2/25/2022 12:00:00 AM,Government & Political,"In Belgrade, Serbia, President Aleksandar Vučić said that Serbia would not join European Union (EU)-bloc countries in imposing sanctions against Russia for invasion of Ukraine, Euractiv reported. Source link : https://www.euractiv.com/section/politics/short_news/serbia-against-russia-sanctions-but-will-accept-refugees-and-send-aid/",,Serbia,Belgrade,Statement,Serbian President declines imposing sanctions against Russia,44.8125449,20.46123
3/15/2022 12:00:00 AM,Government & Political,"In Sofia, Bulgaria, the Bulgarian National Police said that so far, some 78,000 Ukrainian refugees had entered Bulgaria since the launch of the Russian invasion of Ukraine, adding that 37,000 refugees had decided to stay in Bulgaria, Radio Bulgaria reported. Source link : https://bnr.bg/en/post/101615905/bulgaria-has-welcomed-more-than-78000-ukrainian-refugees",,Bulgaria,Sofia City Province,Statement,"Bulgarian police says 78,000 Ukrainian refugees had entered the country",42.6977082,23.3218675
2/24/2022 12:00:00 AM,Government & Political,"In Berlin, Germany, Minister of the Interior and Community Nancy Faeser announced that Germany would provide support to its neighbors, including Poland, if there is a large influx of refugees after Russian forces invaded Ukraine, CNN reported. Source link :",,Germany,Berlin,Statement,Germany to support neighbors with refugees fleeing Ukraine,52.5200066,13.404954
2/27/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, the European Union (EU) banned Russia’s state-controlled media outlets, RT and Sputnik, and their subsidiaries in a new round of sanctions imposed on Russia in response for its invasion of Ukraine, the Guardian reported. Source link : https://www.theguardian.com/media/2022/feb/27/eu-ban-russian-state-backed-channels-rt-sputnik",,Belgium,Bruxelles,Statement,EU bans Russian media outlets in a new round of sanctions,50.8434558,4.38039
3/7/2022 12:00:00 AM,Government & Political,"In Vienna, Austria, Minister of the Interior Gerhard Karner announced that approximately 45,000 people fleeing from the military conflict in Ukraine had entered Austrian territory, Der Standard reported. Source link : https://www.derstandard.at/story/2000133894169/bisher-rund-45-000-menschen-aus-ukraine-nach-oesterreich-geflohen",,Austria,Wien,Statement,Austria reports on the arrival of Ukrainian refugees,48.2081743,16.3738189
3/15/2022 12:00:00 AM,Government & Political,"In London, England, United Kingdom, the government froze assets of 350 Russian nationals and banned them from travelling to the country after they were allegedly implicated in the Russian decision to invade Ukraine, Al Jazeera reported Source link : https://www.aljazeera.com/news/2022/3/15/uk-blacklists-350-more-russians-imposes-new-import-tariffs",,United Kingdom,London,Statement,UK freeze assets of 350 more Russian nationals,51.50722,-0.12759
3/15/2022 12:00:00 AM,Government & Political,"In Oslo, Norway, the Norwegian spokesperson of the International Legion of Territorial Defence of Ukraine Damien Magrou said that none of their fighters in the international legion were wounded in the attack by Russia on Javoriv. The international legion is a unit of the Ukrainian Armed Forces which comprises an unknown number of foreign fighters, BBCM reported. Source link : https://monitoring.bbc.co.uk/product/c203c18h",,Norway,Oslo,Statement,Norway denies any of their soldier being killed in the Russian invasion of Ukraine,59.9138688,10.7522454
3/23/2022 12:00:00 AM,Government & Political,"In Brussels, Belgium, the European Union (EU) approved USD538450000 to Ukraine amid Russian invasion of the country, the European Council reported.
 Source link : https://www.consilium.europa.eu/en/press/press-releases/2022/03/23/eu-support-to-ukraine-council-doubles-funding-under-the-european-peace-facility/",,Belgium,Brussels,Statement,EU approves financial aid to Ukraine amid Russian invasion,50.8476,4.3571
3/27/2022 12:00:00 AM,Government & Political,"In Tokyo, Japan, Japanese Senator Munyo Suzuki criticised United States (US) President Joe Biden's continued incitement to his Ukrainian counterpart Volodymyr Zelenskyy. He stressed that the US President should inform Zelensky that the outcome of the situation in Ukraine has become completely clear and there is no other option but to dialogue with Russia, Sana reported. Source link : https://sana.sy/?p=1613878",,Japan,Tokyo,Statement,Japanese Senator criticises US President for continuous incitement to his Ukrainian President,35.6803997,139.7690174
2/23/2022 12:00:00 AM,Government & Political,"In Kyiv city, Kyvi Oblast, Ukraine, Viktor Zhora, Deputy Chairman of the State Service for Special Communications and Information Protection (Gosspetssvyaz) of Ukraine announced that, government developed a cyber contingency plan to transfer the country’s public sensitive data to back-up data storage facilities outside Kyiv and to wipe its Kyiv-based computer servers in the event of Russia’s military invasion in the capital, RBC reported. Source link : https://www.rbc.ru/politics/23/02/2022/6215b6839a7947fda3664696?from=newsfeed",,Ukraine,Kyiv,Statement,Ukrainian government official announces contingency plan to defend against cyber-attack in case of Russia invasion,50.45,30.523
3/17/2022 12:00:00 AM,Government & Political,"In Minsk city, Minsk oblast, Belarus, President Alexander Lukashenko said that Russia's invasion of Ukraine would soon end with Ukrainian President Volodymyr Zelenskyy accepting the terms imposed by Russia, Reformation reported. Source link : https://reform.by/303575-lukashenko-zelenskij-ili-soglasitsja-na-uslovija-rossii-ili-podpishet-akt-o-kapituljacii",,Belarus,Minsk,Statement,Belarusian President briefs on the Russia's invasion of Ukraine,53.9006011,27.558972
3/5/2022 12:00:00 AM,Government & Political,"In Warsaw, Mazowieckie province, Poland, Prime Minister Mateusz Morawiecki discussed with Moldovan Prime Minister Natalia Gavrilita the effect of the war in Ukraine on their countries' situation, including their security, economies and finances. The report added that both leaders also discussed the coordination of humanitarian aid for Ukraine, the First News reported. Source link : https://www.thefirstnews.com/article/polish-belgian-moldovan-pms-discuss-aid-for-ukraine-28459",,Poland,Mazowieckie,Statement,Polish PM discusses with Moldovan PM the effect of the war in Ukraine on their countries,52.2296756,21.0122287
3/25/2022 12:00:00 AM,Government & Political,"In Ankara city, Ankara province, Turkey, the Turkish President Recep Tayyip Erdogan announced that the Turkish government will join sanctions against Russians over the invasion of Ukraine, Prensa Latina reported. Source link : https://www.prensa-latina.cu/?post_type=post&p=209312",,Turkey,Ankara,Statement,Turkey rules out joining sanctions against Russia in Turkey's Ankara,39.9333635,32.8597419
3/4/2022 12:00:00 AM,Government & Political,"In Addis Ababa city, Addis Ababa Province, Ethiopia, Prime Minister Abiy Ahmed called for both sides in the Russia-Ukrainian conflict to exercise restraint, Borkena reported. Source link : https://borkena.com/2022/03/03/ethiopia-ukraine-conflict-abiy-ahmed-eritrea/",,Ethiopia,Addis Ababa,Statement,Ethiopian government calls for restrain in Russian-Ukrainian conflict,8.9806034,38.7577605
2/28/2022 12:00:00 AM,Government & Political,"In Odessa city, Odessa Oblast, Russia, the Bulgarian government evacuated its officials of the Bulgarian consular mission in Odessa due to Russia’s invasion of Ukraine, BNR reported. Source link : https://bnr.bg/en/post/101608581",,Ukraine,Odesa,Statement,Bulgarian government evacuate its officials from Ukraine's Odessa Oblast,46.482526,30.7233095
3/2/2022 12:00:00 AM,Government & Political,"In Kyiv City, Kyiv Oblast, Ukraine, the central government eased administrative and border control restrictions to streamline the cross-border transportation of humanitarian assistance to Ukraine, Pravda reported. Source link : https://www.epravda.com.ua/rus/news/2022/03/2/683115/",,Ukraine,Kyiv,Statement,Ukrainian government eases administrative and border control restrictions for humanitarian assistance,50.45,30.523
3/14/2022 12:00:00 AM,Government & Political,"In Kyiv city, Kyiv Oblast, Ukraine, the Ukrainian Presidential Chief of Staff Andriy Yermak announced that Israel was mediating in the Russia-Ukraine conflict. He said, ""Israel has committed itself to the complicated but noble mission of mediator in search of peace and ending Russia's aggression against Ukraine,"" Facebook reported. Source link :",,Ukraine,Kyiv,Statement,Ukraine official announces that Israel is mediating in Russia-Ukraine conflict,50.45,30.523
3/16/2022 12:00:00 AM,Government & Political,"In Doha, Qatar, the Qatari Minister of Foreign Affairs Mohammed bin Abdul Rahman Al Thani and the Ukrainian Minister of Foreign Affairs Dmytro Kuleba discussed developments in the Russian invasion of the Ukraine over a phone call, BBC Monitoring reported. Source link : https://monitoring.bbc.co.uk/product/c203bjr5",,Qatar,Doha,Statement,Qatari and Ukrainian officials discuss Russian invasion of Ukraine,25.28333333,51.533333
3/6/2022 12:00:00 AM,Government & Political,"In Berlin city, Berlin State, Germany, Minister of Transport Volker Wissing announced that the national railway company Deutsche Bahn (DB) was to transport relief supplies to Ukraine. This statement comes after launching a nationwide collection drive of humanitarian goods in light of the tense situation on the Polish-Ukrainian border, Frankfurter Allgemeine reported. Source link : https://www.faz.net/agenturmeldungen/dpa/wissing-hilfsgueter-kommen-mit-zuegen-in-die-ukraine-17855967.html",,Germany,Berlin,Statement,German government transports humanitarian aid to Ukraine,52.5200066,13.404954
3/8/2022 12:00:00 AM,Government & Political,"In Beirut city, Beirut Governorate, Lebanon, Hezbollah leader Hassan Nasrallah claimed that the United States (US) Embassy in Lebanon was responsible for the Lebanese Ministry of Foreign Affairs' statement condemning Russia's invasion of Ukraine, arguing it was in Lebanon's interest to remain neutral regarding this war, An Nahar reported. Source link : https://www.annahar.com/arabic/section/76-%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9/08032022041824602",,Lebanon,Beirut Governorate,Statement,Hezbollah claims US is responsible for Lebanese government's condemnation of Russia,33.8937913,35.5017767
3/14/2022 12:00:00 AM,Government & Political,"In Kyiv city, Kyiv oblast, Ukraine, Ukrainian President Volodymyr Zelenskyy suggested that Ukrainians deserve a peace deal with Russia that ensures 'honest security guarantees', BBC Monitoring reported. Source link :",,Ukraine,Kyiv,Statement,Ukrainian President suggests Ukrainians deserve a peace deal with Russia,50.45,30.523
3/16/2022 12:00:00 AM,Government & Political,"In Kyiv city, Kyiv oblast, Ukraine, President Volodymyr Zelenskyy proposed in a speech to the United States (US) Congress to establish an association called United for Peace (U24) with a mandate to provide various assistance, including weapon supplies, to conflict-affected countries, Al Jazeera reported. Source link : https://www.aljazeera.com/news/2022/3/16/what-zelenskyy-said-to-the-us-congress",,Ukraine,Kyiv,Statement,Ukrainian President proposes to establish an association for peace,50.45,30.523
3/27/2022 12:00:00 AM,Government & Political,"In Kyiv city, Kyiv oblast, Ukraine, the Ukrainian President Volodymyr Zelenskyy announced that he will insist on sovereignty and territorial integrity in the next round of peace talks with Russia, El Mostrador reported. Source link : https://www.elmostrador.cl/destacado/2022/03/28/zelenski-insistira-en-integridad-territorial-en-proxima-ronda-de-conversaciones-con-rusia-mientras-ucrania-exporta-primer-embarque-de-granos-por-tren-a-europa/",,Ukraine,Kyiv,Statement,Ukrainian President to insist on territorial integrity in next round of talks with Russia,50.4501,30.5234
3/26/2022 12:00:00 AM,Government & Political,"In Berlin city, Berlin region, Germany, the Chancellor Olaf Sholz rejected that regime change in Russia is 'North Atlantic Treaty Organization (NATO's) objective' despite the invasion of Ukraine, La Jornada reported. Source link : https://www.jornada.com.mx/notas/2022/03/27/mundo/cambio-de-regimen-en-rusia-no-es-objetivo-de-la-otan-sholz/",,Germany,Berlin,Statement,German Chancellor rejects claims of regime change in Russia is an objective in Germany's Berlin,52.5200066,13.404954
3/4/2022 12:00:00 AM,Government & Political,"In Beirut city, Beirut Governorate, Lebanon, Minister of Labour Mostafa Bayram during a cabinet meeting denounced the Ministry of Foreign Affairs statements on Russia's invasion of Ukraine. He argued that the Council of Minister should have discussed Lebanon's position beforehand. Lebanon had condemned Russia's invasion of Ukraine, Aljadeed reported. Source link : https://www.aljadeed.tv/arabic/news/local/0403202254",,Lebanon,Beirut Governorate,Statement,Lebanese minister questions government stand on Russian-Ukrainian conflict,33.8937913,35.5017767
3/5/2022 12:00:00 AM,Government & Political,"In Sofia city, Sofia city Province, Bulgaria, the General Directorate Border Police reported that so far some 25,000 Ukrainian refugees had entered Bulgaria via the Romanian-Bulgarian border since Russia’s invasion of Ukraine, BNR reported. Source link : https://bnr.bg/en/post/101611148/25000-refugees-fleeing-from-ukraine-have-entered-bulgaria",,Bulgaria,Sofia City Province,Statement,"Bulgaria reports 25,000 refugees fled Ukraine and entered its territory",42.6977082,23.3218675
3/14/2022 12:00:00 AM,Government & Political,"In Bratislava city, Bratislava region, Slovakia, the Minister of Foreign Affairs Yair Lapid announced that the Government of Israel would abide by the sanctions against Russia. The sanctions were forced against Russia over the invasion of Ukraine, Egypt Independent reported. Source link :",,Slovakia,Bratislava Region,Statement,Israeli official announces to abide by sanctions against Russia during his visit to Slovakia,48.1485965,17.1077477
3/7/2022 12:00:00 AM,Government & Political,"In Kremlin, Moskva oblast, Russian Federation, the Ministry of Foreign Affairs warned against aggressive actions towards Russians in foreign country. Ministry alleged the discrimination campaigns against Russian students, athletes and cultural and arts figures due to Russia's invasion of Ukraine, BBC Monitoring reported. Source link :",,Russian Federation,Moscow,Statement,Russian government warns against the discrimination towards Russians in foreign country,55.752,37.617
3/4/2022 12:00:00 AM,Government & Political,"In Bucharest city, București region, Romania, the Minister of Interior Lucian Bode reported that so far 172,935 Ukrainian refugees had entered Romania. He further added that 1,897 refugees had applied for asylum in Romania since Russia’s invasion of Ukraine, Ager Pres reported. Source link : https://www.agerpres.ro/agerpres/2022/03/04/172-935-ukrainians-enter-romania-since-conflict-starts-58-106-remain-1-897-seeking-asylum--877879",,Romania,Bucure?ti,Statement,"Romania reports 172,935 refugees fled Ukraine and entered its territory",44.4267674,26.1025384
3/14/2022 12:00:00 AM,Government & Political,"In London, England, United Kingdom, Prime Minister Alexander Boris de Pfeffel Johnson introduces a new scheme called 'Homes for Ukraine'. The scheme will let refugees from the war come to United Kingdom even if they do not have family ties, Swiss Info reported. Source link :",,United Kingdom,London,Statement,UK Prime Minister announces to help Ukrainian refugees,51.50722,-0.12759
2/20/2022 12:00:00 AM,Government & Political,"In Washington D.C, the United States (US), White House Press Secretary Jen Psaki reported that President Joe Biden agreed to meet his Russian counterpart Vladimir Putin in principle if Russia didn't move forward to invade Ukraine, the Hill reported. Source link : https://thehill.com/homenews/administration/595124-biden-willing-to-meet-with-putin-if-russia-does-not-invade-ukraine",,United States,District of Columbia,Statement,US President to meet his Russian counterpart in the United States' Washington,38.8976763,-77.0365298
2/18/2022 12:00:00 AM,Government & Political,"In Washington D.C, the United States, Vice President Kamala Harris held a meeting with Baltic country leaders, including Lithuania President Gitanas Nauseda. The meeting was held to discuss a unified approach to respond to Russian military build-up along Ukraine's border. They also discussed North Atlantic Treaty Organisation (NATO) partnership and imposition of sanctions if Russia invades Ukraine, the White House reported. Source link : https://www.whitehouse.gov/briefing-room/statements-releases/2022/02/18/readout-of-vice-president-kamala-harriss-meeting-with-baltic-leaders/",,United States,District of Columbia,Statement,US Vice President holds a meeting with Baltic country leaders,38.8976763,-77.0365298
